11811,2013-10-05,11,COMPLETE
17625,2013-11-11,11,CLOSED
42837,2014-04-16,11,PENDING_PAYMENT
51781,2014-06-14,11,COMPLETE
921,2013-07-30,12,PENDING_PAYMENT
20537,2013-11-29,12,PENDING_PAYMENT
24642,2013-12-25,12,PAYMENT_REVIEW
36246,2014-03-04,12,PENDING_PAYMENT
44131,2014-04-25,12,PROCESSING
45831,2014-05-05,12,PENDING_PAYMENT
58919,2013-09-07,12,ON_HOLD
59731,2013-10-10,12,CLOSED
1559,2013-08-02,15,COMPLETE
8252,2013-09-14,15,PENDING_PAYMENT
27092,2014-01-09,15,COMPLETE
48376,2014-05-21,15,COMPLETE
191,2013-07-26,16,CLOSED
19211,2013-11-21,16,PENDING_PAYMENT
22858,2013-12-12,16,COMPLETE
34997,2014-02-25,16,COMPLETE
41831,2014-04-09,16,SUSPECTED_FRAUD
43399,2014-04-20,16,COMPLETE
68759,2013-11-27,16,COMPLETE
6521,2013-09-04,23,SUSPECTED_FRAUD
7050,2013-09-07,23,CLOSED
11317,2013-10-03,23,PENDING_PAYMENT
22434,2013-12-09,23,CLOSED
23432,2013-12-17,23,PROCESSING
32638,2014-02-11,23,PENDING_PAYMENT
33441,2014-02-16,23,PENDING_PAYMENT
42824,2014-04-15,23,PROCESSING
30298,2014-01-29,28,PENDING_PAYMENT
30686,2014-01-31,28,CLOSED
41673,2014-04-08,28,COMPLETE
56885,2014-07-19,28,PENDING_PAYMENT
6517,2013-09-04,31,PENDING_PAYMENT
19966,2013-11-25,31,CLOSED
24039,2013-12-21,31,PROCESSING
28265,2014-01-15,31,SUSPECTED_FRAUD
31933,2014-02-07,31,PENDING_PAYMENT
41081,2014-04-03,31,PENDING_PAYMENT
240,2013-07-26,32,PENDING
243,2013-07-26,32,ON_HOLD
36168,2014-03-04,32,PROCESSING
38038,2014-03-16,32,CLOSED
54837,2014-07-07,32,PENDING
4423,2013-08-20,36,PROCESSING
28812,2014-01-19,36,PROCESSING
65732,2014-05-24,36,CLOSED
916,2013-07-30,48,PENDING
7700,2013-09-10,48,ON_HOLD
13425,2013-10-15,48,PROCESSING
18605,2013-11-17,48,SUSPECTED_FRAUD
32234,2014-02-09,48,COMPLETE
46665,2014-05-10,48,PROCESSING
62732,2014-01-29,48,PROCESSING
65451,2014-05-12,48,COMPLETE
26671,2014-01-06,56,ON_HOLD
31257,2014-02-03,56,ON_HOLD
36060,2014-03-03,56,PENDING_PAYMENT
43262,2014-04-19,56,PENDING_PAYMENT
54232,2014-07-02,56,PENDING_PAYMENT
66386,2014-06-17,56,COMPLETE
117,2013-07-26,58,SUSPECTED_FRAUD
9129,2013-09-20,58,PENDING
10556,2013-09-28,58,PROCESSING
22143,2013-12-07,58,PENDING
26057,2014-01-02,58,PENDING_PAYMENT
35942,2014-03-03,58,PENDING_PAYMENT
38201,2014-03-17,58,PENDING
57390,2014-07-22,58,COMPLETE
62826,2014-02-03,58,CLOSED
4738,2013-08-23,62,ON_HOLD
19658,2013-11-23,62,ON_HOLD
36809,2014-03-07,62,COMPLETE
55819,2014-07-13,62,PROCESSING
16078,2013-11-03,65,PENDING_PAYMENT
30704,2014-01-31,65,PENDING
33962,2014-02-19,65,COMPLETE
41971,2014-04-09,65,PROCESSING
63659,2014-03-05,65,PROCESSING
63847,2014-03-15,65,PENDING_PAYMENT
17335,2013-11-09,67,PENDING_PAYMENT
25722,2013-12-31,67,PENDING_PAYMENT
61841,2013-12-28,67,PENDING_PAYMENT
718,2013-07-29,70,COMPLETE
6729,2013-09-05,70,PENDING
10450,2013-09-27,70,PENDING
24457,2013-12-23,70,ON_HOLD
30680,2014-01-31,70,COMPLETE
61036,2013-11-27,70,COMPLETE
68051,2014-01-24,70,PENDING
1237,2013-07-31,71,PENDING_PAYMENT
4398,2013-08-20,71,PENDING
7540,2013-09-09,71,PROCESSING
9082,2013-09-20,71,COMPLETE
9441,2013-09-22,71,CLOSED
15015,2013-10-28,71,PENDING_PAYMENT
24148,2013-12-22,71,COMPLETE
28967,2014-01-20,71,ON_HOLD
38440,2014-03-18,71,PROCESSING
65480,2014-05-13,71,COMPLETE
6001,2013-08-31,72,PENDING_PAYMENT
8286,2013-09-14,72,PROCESSING
22017,2013-12-07,72,COMPLETE
46392,2014-05-09,72,PROCESSING
55618,2014-07-12,72,PROCESSING
56917,2014-07-20,72,PENDING_PAYMENT
59109,2013-09-16,72,COMPLETE
64084,2014-03-23,72,PENDING_PAYMENT
324,2013-07-26,76,COMPLETE
394,2013-07-27,76,PENDING_PAYMENT
38850,2014-03-21,76,COMPLETE
41843,2014-04-09,76,PENDING_PAYMENT
48135,2014-05-19,76,PENDING_PAYMENT
16836,2013-11-07,77,COMPLETE
28857,2014-01-19,77,PENDING
32601,2014-02-11,77,COMPLETE
34142,2014-02-19,77,COMPLETE
55501,2014-07-11,77,PROCESSING
56674,2014-07-18,77,COMPLETE
57183,2014-07-21,77,PENDING
62014,2014-01-05,77,PENDING_PAYMENT
68532,2014-06-06,77,CLOSED
41076,2014-04-03,78,COMPLETE
42513,2014-04-12,78,COMPLETE
10735,2013-09-29,79,PENDING_PAYMENT
21798,2013-12-06,79,PENDING
25645,2013-12-31,79,PENDING_PAYMENT
26738,2014-01-06,79,COMPLETE
52221,2014-06-17,79,PROCESSING
60459,2013-11-07,79,PROCESSING
2813,2013-08-10,81,PENDING_PAYMENT
26195,2014-01-03,81,COMPLETE
46337,2014-05-08,81,COMPLETE
7382,2013-09-09,82,PENDING_PAYMENT
18241,2013-11-14,82,COMPLETE
39623,2014-03-26,82,COMPLETE
48737,2014-05-24,82,COMPLETE
51356,2014-06-12,82,PENDING_PAYMENT
59229,2013-09-22,82,CLOSED
18633,2013-11-17,84,COMPLETE
50493,2014-06-06,84,PENDING_PAYMENT
54140,2014-07-01,84,PROCESSING
68655,2014-07-13,84,PENDING_PAYMENT
31487,2014-02-05,91,PENDING
38262,2014-03-18,91,ON_HOLD
40209,2014-03-30,91,COMPLETE
51321,2014-06-12,91,ON_HOLD
52531,2014-06-19,91,ON_HOLD
5056,2013-08-24,93,ON_HOLD
6247,2013-09-02,93,COMPLETE
15611,2013-11-01,93,CLOSED
26826,2014-01-07,93,PENDING_PAYMENT
28353,2014-01-16,93,CLOSED
30426,2014-01-30,93,PENDING_PAYMENT
42610,2014-04-14,93,PENDING_PAYMENT
48572,2014-05-22,93,PROCESSING
3478,2013-08-14,95,COMPLETE
6120,2013-09-01,95,COMPLETE
27928,2014-01-14,95,COMPLETE
30028,2014-01-27,95,COMPLETE
37558,2014-03-13,95,PENDING
38250,2014-03-18,95,CLOSED
46537,2014-05-09,95,PENDING_PAYMENT
56537,2014-07-18,95,PENDING_PAYMENT
37761,2014-03-14,98,ON_HOLD
40913,2014-04-03,98,COMPLETE
43881,2014-04-23,98,SUSPECTED_FRAUD
49680,2014-05-31,98,PENDING
52528,2014-06-19,98,CLOSED
57213,2014-07-21,98,PENDING
57684,2014-07-24,98,COMPLETE
66326,2014-06-14,98,PENDING_PAYMENT
6641,2013-09-05,100,COMPLETE
15045,2013-10-28,100,PROCESSING
22395,2013-12-09,100,CANCELED
28477,2014-01-16,100,COMPLETE
54995,2014-07-08,100,COMPLETE
62907,2014-02-06,100,PENDING_PAYMENT
64426,2014-04-06,100,PENDING
24208,2013-12-22,101,COMPLETE
33831,2014-02-18,101,PROCESSING
36362,2014-03-05,101,CANCELED
39068,2014-03-23,101,PENDING
52180,2014-06-17,101,COMPLETE
790,2013-07-29,103,PENDING_PAYMENT
28831,2014-01-19,103,COMPLETE
29473,2014-01-23,103,PENDING_PAYMENT
32346,2014-02-10,103,ON_HOLD
54091,2014-07-01,103,PENDING_PAYMENT
115,2013-07-26,104,PROCESSING
1574,2013-08-02,106,PENDING_PAYMENT
44556,2014-04-27,106,PENDING_PAYMENT
50949,2014-06-09,106,COMPLETE
51041,2014-06-09,106,COMPLETE
8904,2013-09-19,110,PENDING
9367,2013-09-22,110,PROCESSING
25101,2013-12-27,110,PENDING
30188,2014-01-28,110,COMPLETE
53273,2014-06-25,110,ON_HOLD
43156,2014-04-18,115,PENDING_PAYMENT
60712,2013-11-18,115,COMPLETE
2938,2013-08-10,116,COMPLETE
5857,2013-08-30,116,PENDING_PAYMENT
14471,2013-10-24,116,PROCESSING
2026,2013-08-04,118,COMPLETE
12659,2013-10-11,118,PROCESSING
22578,2013-12-11,118,CLOSED
31020,2014-02-02,118,PENDING_PAYMENT
33332,2014-02-16,118,PAYMENT_REVIEW
58539,2013-08-24,118,PENDING_PAYMENT
5868,2013-08-30,120,PENDING_PAYMENT
30540,2014-01-30,120,ON_HOLD
37681,2014-03-14,120,CLOSED
44369,2014-04-26,120,COMPLETE
51978,2014-06-16,120,PENDING_PAYMENT
540,2013-07-28,121,COMPLETE
37968,2014-03-15,121,PROCESSING
20095,2013-11-27,122,PENDING_PAYMENT
20864,2013-11-30,122,PENDING_PAYMENT
26830,2014-01-07,122,COMPLETE
27339,2014-01-10,122,COMPLETE
33607,2014-02-17,122,SUSPECTED_FRAUD
13783,2013-10-19,124,PENDING
31918,2014-02-07,124,COMPLETE
60512,2013-11-10,124,PENDING_PAYMENT
61611,2013-12-20,124,SUSPECTED_FRAUD
66809,2014-07-02,124,CLOSED
9374,2013-09-22,125,COMPLETE
24804,2013-12-26,125,PENDING_PAYMENT
25194,2013-12-28,125,COMPLETE
27144,2014-01-09,125,PENDING_PAYMENT
28666,2014-01-18,125,PENDING
41590,2014-04-08,125,SUSPECTED_FRAUD
53462,2014-06-26,125,CLOSED
53908,2014-06-30,125,PROCESSING
11215,2013-10-02,126,COMPLETE
39345,2014-03-25,126,COMPLETE
48305,2014-05-20,126,COMPLETE
52409,2014-06-18,126,CLOSED
53728,2014-06-28,126,PENDING_PAYMENT
61563,2013-12-18,126,PENDING
3310,2013-08-12,138,COMPLETE
14127,2013-10-21,138,CLOSED
18395,2013-11-15,138,PENDING_PAYMENT
49607,2014-05-31,138,PENDING_PAYMENT
57598,2014-07-24,138,PENDING
50134,2014-06-03,144,PENDING_PAYMENT
67990,2014-01-08,144,PROCESSING
11983,2013-10-06,149,COMPLETE
17538,2013-11-11,149,COMPLETE
28851,2014-01-19,149,CLOSED
31763,2014-02-06,149,PENDING_PAYMENT
7132,2013-09-07,150,COMPLETE
10620,2013-09-28,150,CLOSED
